date,long_gross,short_gross,stock_gross,hedge_gross,gross_exposure,net_exposure,turnover,net_XLK_exposure,net_SPY_exposure,net_XLF_exposure,net_XLE_exposure,net_XLV_exposure,net_XLI_exposure,portfolio_vol_scale
2023-02-14,0.025959676498871573,0.07951239992295173,0.07951239992295173,0.025959676498871573,0.1054720764218233,-0.053552723424080156,0.1054720764218233,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-15,0.0,-0.0,0.0,0.0,0.0,0.0,0.1054720764218233,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-16,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-17,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-21,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-22,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-23,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-24,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-27,0.0591692801275583,0.06426961083509586,0.05406688718167993,0.06937200378097423,0.12343889096265416,-0.0051003307075375565,0.12343889096265416,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-02-28,0.10708174670794793,0.10321275640313247,0.09386621768329911,0.11642828542778128,0.2102945031110804,0.0038689903048154464,0.08887808344289577,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-01,0.10711020922401147,0.10258798104189859,0.09306910928549664,0.11662908098041343,0.20969819026591008,0.0045222281821128835,0.004764430500003571,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-02,0.059262959278407135,0.0631698883696711,0.05239473997822644,0.0700381076698518,0.12243284764807824,-0.003906929091263972,0.09075425929873548,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-03,0.0,-0.0,0.0,0.0,0.0,0.0,0.12243284764807824,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-07,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-08,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-09,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-10,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-15,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-16,0.05761326383347831,0.0652049413868031,0.05417338083800042,0.06864482438228099,0.12281820522028142,-0.007591677553324794,0.12281820522028142,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-17,0.051742168293488426,0.06253685475657611,0.051742168293488426,0.06253685475657611,0.11427902305006454,-0.010794686463087684,0.009309131905880098,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-20,0.05295158681648901,0.06435004687271362,0.05295158681648901,0.06435004687271362,0.11730163368920263,-0.0113984600562246,0.003022610639138084,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-21,0.0,-0.0,0.0,0.0,0.0,0.0,0.11730163368920263,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-22,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-23,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-24,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-27,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-28,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-29,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-30,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-03-31,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-03,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-04,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-10,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-11,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-12,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-17,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-19,0.09864738196774829,0.09432675341380134,0.06446031292039998,0.12851382246114965,0.19297413538154962,0.004320628553946951,0.19297413538154962,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-20,0.0,-0.0,0.0,0.0,0.0,0.0,0.19297413538154962,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-21,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-24,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-25,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-26,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-27,0.10490424438758053,0.09396698704302583,0.09098964214952873,0.10788158928107763,0.19887123143060637,0.010937257344554696,0.19887123143060637,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-28,0.1055196427407874,0.09257945538693355,0.09124303159422409,0.10685606653349686,0.19809909812772095,0.012940187353853841,0.0029299451048871855,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-01,0.10553944619102135,0.09223336801112206,0.09045938841725212,0.10731342578489128,0.1977728142021434,0.013306078179899275,0.001241002428366389,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-02,0.03505234217709432,0.03594308722672853,0.03505234217709432,0.03594308722672853,0.07099542940382285,-0.0008907450496342117,0.12677738479832057,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-03,0.03489382452832145,0.0366472843522224,0.03489382452832145,0.0366472843522224,0.07154110888054385,-0.0017534598239009463,0.0008627147742667346,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-04,0.03496648551399702,0.036720396358649876,0.03496648551399702,0.036720396358649876,0.0716868818726469,-0.001753910844652859,0.00014577299210304095,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-05,0.035087536129717094,0.03708206483386332,0.035087536129717094,0.03708206483386332,0.07216960096358041,-0.001994528704146223,0.00048271909093351717,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-08,0.035058743732011496,0.03685478217853809,0.035058743732011496,0.03685478217853809,0.07191352591054959,-0.0017960384465265933,0.00025607505303082423,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-09,0.07055369811139348,0.06174606055421157,0.07055369811139348,0.06174606055421157,0.13229975866560506,0.008807637557181898,0.06038623275505547,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-10,0.07069163414381707,0.06056087679136315,0.07069163414381707,0.06056087679136315,0.13125251093518023,0.010130757352453924,0.0019407614018149173,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-11,0.07121373274470616,0.06036914608670868,0.07121373274470616,0.06036914608670868,0.13158287883141484,0.01084458665799748,0.001186083625225036,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-12,0.07111161219517141,0.06008844287973401,0.07111161219517141,0.06008844287973401,0.13120005507490543,0.011023169315437405,0.0006827076173483299,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-15,0.07136934758033446,0.060211711216682486,0.07136934758033446,0.060211711216682486,0.13158105879701695,0.011157636363651975,0.0017415766426916723,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-16,0.07132718625947543,0.060076821927006446,0.07132718625947543,0.060076821927006446,0.13140400818648187,0.011250364332468989,0.0004948795002360264,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-17,0.07094521124842368,0.06113405678813867,0.07094521124842368,0.06113405678813867,0.13207926803656234,0.009811154460285007,0.0014392098721839643,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-18,0.07111783033190419,0.0638608787080857,0.07111783033190419,0.0638608787080857,0.13497870903998987,0.0072569516238184875,0.0030335247152301313,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-19,0.07114611373338706,0.06313838131577008,0.07114611373338706,0.06313838131577008,0.13428449504915713,0.008007732417616965,0.0007973228001367585,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-22,0.07071675098759488,0.0626422735193479,0.07071675098759488,0.0626422735193479,0.13335902450694276,0.008074477468246986,0.0009254705422143857,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-23,0.07073939131785068,0.06473938793479944,0.07073939131785068,0.06473938793479944,0.13547877925265012,0.006000003383051233,0.002431359315723816,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-24,0.03554702912672009,0.02759313418151058,0.03554702912672009,0.02759313418151058,0.06314016330823066,0.007953894945209507,0.07676942146363427,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-25,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-26,0.0411083449158793,0.01974944515640333,0.01974944515640333,0.0411083449158793,0.06085779007228263,0.021358899759475972,0.06085779007228263,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-30,0.0,-0.0,0.0,0.0,0.0,0.0,0.06085779007228263,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-31,0.03972844499432566,0.033251876807287965,0.033251876807287965,0.03972844499432566,0.07298032180161362,0.006476568187037693,0.07298032180161362,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-01,0.04313730822091967,0.03660732783593591,0.03660732783593591,0.04313730822091967,0.07974463605685558,0.006529980384983758,0.00676431425524196,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-02,0.037887760067963024,0.03287186853377941,0.03287186853377941,0.037887760067963024,0.07075962860174242,0.0050158915341836155,0.008985007455113152,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-05,0.03788383606936177,0.03271048426820626,0.03271048426820626,0.03788383606936177,0.07059432033756803,0.00517335180115551,0.00016530826417440053,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.07059432033756803,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-07,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-08,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-09,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-12,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-15,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-16,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-20,0.09700036389273303,0.12333756316521115,0.21022111222071244,0.01011681483723173,0.22033792705794417,-0.026337199272478115,0.22033792705794417,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-21,0.0,-0.0,0.0,0.0,0.0,0.0,0.22033792705794417,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-22,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-23,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-26,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-27,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-28,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-29,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-30,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-03,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-07,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-10,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-11,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-12,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-17,0.08869356407470436,0.09480470751911735,0.06300198938270737,0.12049628221111433,0.1834982715938217,-0.006111143444412992,0.1834982715938217,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-18,0.0,-0.0,0.0,0.0,0.0,0.0,0.1834982715938217,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-19,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-20,0.07605280050796666,0.05563520758574997,0.05563520758574997,0.07605280050796666,0.1316880080937166,0.02041759292221669,0.1316880080937166,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-21,0.1304890264750323,0.11841224282807722,0.11841224282807722,0.1304890264750323,0.24890126930310952,0.012076783646955074,0.11744333627538134,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-24,0.2301355321304906,0.23951693907983973,0.23951693907983973,0.2301355321304906,0.4696524712103303,-0.009381406949349122,0.2207512019072208,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-25,0.13698478940677405,0.11962901327006908,0.11962901327006908,0.13698478940677405,0.25661380267684314,0.017355776136704956,0.2168309492513512,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-26,0.1381336815507273,0.1198555122393972,0.1198555122393972,0.1381336815507273,0.2579891937901245,0.01827816931133011,0.004976618178864191,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-27,0.17029012427122275,0.1528464306126462,0.1528464306126462,0.17029012427122275,0.32313655488386894,0.017443693658576585,0.07721266350483508,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-28,0.1654269363661895,0.15022047490261312,0.15022047490261312,0.1654269363661895,0.3156474112688026,0.015206461463576355,0.0077622185322497594,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-07-31,0.05739487929849438,0.06159112707816881,0.06159112707816881,0.05739487929849438,0.11898600637666318,-0.004196247779674429,0.19909293526045374,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-01,0.05220104910941161,0.05126165145973926,0.05126165145973926,0.05220104910941161,0.10346270056915087,0.0009393976496723522,0.015523305807512315,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-02,0.05085921560256807,0.050716392585743265,0.050716392585743265,0.05085921560256807,0.10157560818831134,0.0001428230168248057,0.0018870923808395335,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-03,0.051982497543773626,0.050770300956742676,0.050770300956742676,0.051982497543773626,0.1027527985005163,0.0012121965870309503,0.0011771903122049648,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-04,0.05098906644940079,0.05059853241676557,0.05059853241676557,0.05098906644940079,0.10158759886616636,0.00039053403263521885,0.0011651996343499463,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-07,0.05119732607678306,0.05060561102336957,0.05060561102336957,0.05119732607678306,0.10180293710015263,0.0005917150534134885,0.00021533823398627722,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-08,0.05323777211168828,0.05040410638197717,0.05040410638197717,0.05323777211168828,0.10364187849366545,0.00283366572971111,0.0022419506762976216,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-09,0.05166419338895867,0.05004142992568557,0.05004142992568557,0.05166419338895867,0.10170562331464424,0.0016227634632730997,0.0019362551790212124,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-10,0.051663392924907986,0.050049972969368674,0.050049972969368674,0.051663392924907986,0.10171336589427665,0.0016134199555393122,9.343507733787504e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-11,0.05115525799145032,0.04970070447680049,0.04970070447680049,0.05115525799145032,0.10085596246825082,0.001454553514649827,0.0008574034260258462,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-14,0.0525801748088099,0.049885385507933123,0.049885385507933123,0.0525801748088099,0.10246556031674303,0.002694789300876778,0.0016095978484922113,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-15,0.05202181664444747,0.04956241380446377,0.04956241380446377,0.05202181664444747,0.10158423044891124,0.0024594028399837,0.0008813298678317788,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-16,0.0,-0.0,0.0,0.0,0.0,0.0,0.10158423044891124,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-17,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-21,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-22,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-23,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-24,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-25,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-28,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-29,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-30,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-08-31,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-01,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-07,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-08,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-11,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-12,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-15,0.1729796841685527,0.1693365639580018,0.15000000000000002,0.19231624812655448,0.3423162481265545,0.003643120210550882,0.3423162481265545,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-18,0.1725348054247114,0.16863847712486624,0.15000000000000002,0.1911732825495776,0.34117328254957763,0.003896328299845153,0.0011429655769768891,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-19,0.17693726591469802,0.1726809178873936,0.15000000000000002,0.1996181838020916,0.34961818380209164,0.00425634802730443,0.008444901252513987,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-20,0.17457034161741197,0.17302138084253232,0.15000000000000002,0.19759172245994427,0.3475917224599443,0.0015489607748796486,0.0027073872524247776,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-21,0.17510679204140334,0.1750943646448375,0.15000000000000002,0.2002011566862408,0.35020115668624086,1.2427396565845017e-05,0.0026094342262965448,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-22,0.17547178798915444,0.17669282964279182,0.15000000000000002,0.20216461763194624,0.3521646176319463,-0.0012210416536373725,0.001963460945705424,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-25,0.17598691075379339,0.17688794442683453,0.15000000000000002,0.2028748551806279,0.3528748551806279,-0.0009010336730411461,0.0007102375486816442,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-26,0.17556876679940817,0.1771553939203434,0.15000000000000002,0.20272416071975155,0.35272416071975154,-0.0015866271209352412,0.0006855934478941089,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-27,0.17571959519183297,0.1823101533600378,0.15000000000000002,0.20802974855187073,0.35802974855187075,-0.006590558168204835,0.00530558783211919,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-28,0.1777064363741589,0.18327907411040328,0.15000000000000002,0.21098551048456216,0.3609855104845622,-0.00557263773624439,0.0029557619326914114,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-29,0.1785732115562941,0.18541165284781985,0.15000000000000002,0.21398486440411393,0.36398486440411393,-0.006838441291525749,0.0029993539195517713,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-02,0.1688808729624415,0.18560085194611484,0.15000000000000002,0.20448172490855632,0.35448172490855634,-0.016719978983673334,0.009881537692147592,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-03,0.1759502480496235,0.19186243882988147,0.15000000000000002,0.21781268687950495,0.36781268687950497,-0.015912190780257962,0.013330961970948615,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-04,0.17517322139232652,0.19169217996418644,0.15000000000000002,0.21686540135651294,0.36686540135651297,-0.01651895857185992,0.0009472855229919891,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-05,0.17829107321203558,0.18851843872013108,0.15000000000000002,0.21680951193216663,0.36680951193216665,-0.010227365508095498,0.006291593063764422,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.36680951193216665,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-09,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-10,0.037802374724282384,0.039494063165997795,0.039494063165997795,0.037802374724282384,0.07729643789028018,-0.001691688441715411,0.07729643789028018,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-11,0.0,-0.0,0.0,0.0,0.0,0.0,0.07729643789028018,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-12,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-16,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-17,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-19,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-20,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-23,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-24,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-25,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-26,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
