,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AVGO,AVGO,AVGO,AVGO,AVGO,AVGO,AVGO,AVGO,CRM,CRM,CRM,CRM,CRM,CRM,CRM,CRM,CSCO,CSCO,CSCO,CSCO,CSCO,CSCO,CSCO,CSCO,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,ORCL,ORCL,ORCL,ORCL,ORCL,ORCL,ORCL,ORCL,QCOM,QCOM,QCOM,QCOM,QCOM,QCOM,QCOM,QCOM,TXN,TXN,TXN,TXN,TXN,TXN,TXN,TXN
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,,-0.24701413773775527,1.0358288844078636,,,,,,,0.4926812187200182,1.3480836531109366,,,,,,,-0.04227482050213951,1.006827681313733,,,,,,,-0.06720291310604316,1.1100149280752591,,,,,,,0.04300786006393353,1.1538449546361527,,,,,,,-0.16499113902962745,1.0009271841812775,,,,,,,-0.13830058201932668,1.025549604702578,,,,,,,0.20795082339633125,1.176394582051605,,,,,,,0.3590467268349001,1.1943551517807383,,,,,,,0.9125761711225819,1.4036189839034967,,,,,,,-1.048488726472007,0.8115581449352768,,,,,,,-0.08549502264957269,1.1096807544061504,,,,,
2020-03-31,,-0.6020316721210489,0.8491634511473923,,,,,,,0.25001993869149886,1.1708850686847456,,,,,,,-0.2230667146701926,0.9250353040861727,,,,,,,0.8772364983498718,1.4487613330855942,,,,,,,-0.13213736514567354,1.0454955164011963,,,,,,,-0.38296479797378324,0.8629387567789656,,,,,,,-0.03387889744486991,1.016841920203742,,,,,,,0.6284555921767141,1.2851484346488535,,,,,,,0.3021634013782851,1.1059069810749471,,,,,,,0.9650491321949886,1.4105908483249827,,,,,,,-0.9291397347215753,0.8224563907784164,,,,,,,-0.29860470480026524,0.9870679196100847,,,,,
2020-04-01,,-0.28062886583778457,0.9905965014357753,,,,,,,1.401885292880211,1.722010128014949,,,,,,,0.26453135409259815,1.1263308402014642,,,,,,,0.6719489255043236,1.3736572649854697,,,,,,,0.6299124686081848,1.4224066764627628,,,,,,,-0.516279507648795,0.8233788481174992,,,,,,,0.9773987975553997,1.520150983803609,,,,,,,1.1983035522036793,1.5530699858745465,,,,,,,1.534230321318324,1.7163162610172977,,,,,,,0.13657848579719475,1.092269796094065,,,,,,,-0.23871645972764582,1.093176786118967,,,,,,,0.2880211980178365,1.2896710072995454,,,,,
2020-04-02,,-0.63294583522075,0.882268786519041,,,,,,,-0.13547296229896863,1.037491687268568,,,,,,,0.4565199150780782,1.231589342059859,,,,,,,-0.059315026745699745,1.1346667925273717,,,,,,,-0.06802763753612294,1.1914601617059086,,,,,,,-0.5098283461563821,0.8448600982616704,,,,,,,-0.3513721869490589,0.9293384177397296,,,,,,,0.19000455202853617,1.1411210181370914,,,,,,,0.23964649155658788,1.1710324490978024,,,,,,,0.467926707900522,1.2285317169915655,,,,,,,-0.12183359328348413,1.1619119223868666,,,,,,,-0.02397867807979362,1.17002805906422,,,,,
2020-04-03,,-0.7246315573519037,0.8271846659217698,,,,,,,-0.29178157100069796,0.9506085433566741,,,,,,,-0.032159811688685216,1.0525358292642382,,,,,,,0.2927320965090833,1.205756895463055,,,,,,,-0.22168854598682958,1.1112403070395802,,,,,,,-0.35542389778440864,0.884221203822431,,,,,,,-0.38812998156584994,0.8700161825985583,,,,,,,-0.15157069038929685,0.9692333255979199,,,,,,,0.4032630251480031,1.1922106855340648,,,,,,,0.29173107721296027,1.1234963263780127,,,,,,,0.2214137453143241,1.243377525039744,,,,,,,0.14489198229237082,1.1844427669949966,,,,,
2020-04-06,,-1.1341064777548717,0.64801407388169,,,,,,,-0.1911704448014705,1.034006304961163,,,,,,,-0.17456608942967267,1.051444517245701,,,,,,,-0.8035032926647905,0.7767946263382736,,,,,,,-0.8222319557032407,0.8212563970320845,,,,,,,-0.8509266849413326,0.6676826201829017,,,,,,,-0.655782100271388,0.7480118990124787,,,,,,,-0.5651512110352155,0.8019876971474741,,,,,,,0.23254876057810472,1.1590451200582896,,,,,,,-0.21783620038709917,0.9099537802631887,,,,,,,-1.3750607337679064,0.6974165864581866,,,,,,,-0.4517200642413357,0.9270769620689339,,,,,
2020-04-07,,-0.15991070709390787,1.0011323094545073,,,,,,,0.6323557740372645,1.3217778445074295,,,,,,,0.31405707195884125,1.0835649018968634,,,,,,,0.06655686880233454,1.0405857523367956,,,,,,,1.2952523011507775,1.6563129335332818,,,,,,,-0.03103839714423719,0.9860518567746196,,,,,,,0.0639242455739813,1.00237941862942,,,,,,,0.8053670100108392,1.283015782915792,,,,,,,0.6790082590727392,1.2498238507524493,,,,,,,-0.06204560657395479,0.9374620002126111,,,,,,,-0.38214102180170395,0.9787033388463908,,,,,,,-0.09403778079862687,1.0017265427620647,,,,,
2020-04-08,,-0.17489094536185174,1.0044121232250824,,,,,,,0.6859724503091823,1.3790007742283776,,,,,,,1.201920896890389,1.3340568783913813,,,,,,,0.599844561907302,1.22954081495803,,,,,,,-0.1377051340092242,1.053257252315675,,,,,,,-0.18131807391266047,0.9395897040974812,,,,,,,0.7048907150940158,1.2691337148504256,,,,,,,0.5391587433466123,1.1868263746823335,,,,,,,0.773049545725669,1.3327939517943708,,,,,,,-0.06371664808013132,0.949780875585311,,,,,,,-0.5076247310749126,0.9098106686732044,,,,,,,0.015840174376656663,1.0718069405722526,,,,,
2020-04-09,,-0.5339191675391532,0.8321120680946915,,,,,,,-0.07511540053957738,1.0094656470744652,,,,,,,-0.46820662520360157,0.8414596925854696,,,,,,,-0.6787175232105677,0.7369678340988659,,,,,,,-0.10057424494902631,1.023549953298314,,,,,,,-0.6941130535349901,0.6998249346945372,,,,,,,-0.37515471662064426,0.8142656023637185,,,,,,,-0.1861336447959001,0.9051191907183497,,,,,,,-0.09668810686370963,0.9145675314384651,,,,,,,0.26021875930087235,1.0551828861194674,,,,,,,-0.618726228026328,0.8617559025403599,,,,,,,-0.6911796253845586,0.7470998516778714,,,,,
2020-04-13,,-0.5955187848868052,0.798533118228861,,,,,,,-0.5008703064463923,0.8240580278722394,,,,,,,0.22292457095965731,1.0334037347505096,,,,,,,-0.22109405864399254,0.9207507026949672,,,,,,,-0.273021526406475,0.9301024155213506,,,,,,,-0.3813690737853054,0.8412694733170716,,,,,,,0.5327437599267085,1.215847771168997,,,,,,,-0.08022881712280057,0.9448316221218129,,,,,,,-0.21673352843253973,0.8778602598698947,,,,,,,0.26252253039322576,1.034736983869096,,,,,,,0.42414937967724947,1.230472936571096,,,,,,,-0.5945831237615031,0.802663639232474,,,,,
2020-04-14,,-0.9417296810821187,0.6443812885951825,,,,,,,-1.3377384595146136,0.46232300152125094,,,,,,,-0.44847837389865436,0.8194732515771603,,,,,,,-0.8254590695301263,0.6846768176185809,,,,,,,-0.9203818543841157,0.6794562622840383,,,,,,,-0.953922150262282,0.6009775660533501,,,,,,,-0.6869755116824008,0.6985584929988047,,,,,,,-0.5767556247104516,0.7728117492889915,,,,,,,-0.6779119303094016,0.6663153551250447,,,,,,,-0.22573161365892352,0.8465155520414424,,,,,,,-1.3195436223449128,0.6291854718284502,,,,,,,-0.8193578960793803,0.7123497894872471,,,,,
2020-04-15,,-0.05647099226221357,0.9469787828862248,,,,,,,-0.02263137910537596,0.9593105866335488,,,,,,,0.9945540403709542,1.0824430443414674,,,,,,,-0.9734863039771074,0.6120933418428449,,,,,,,-0.14985269027818335,0.9584712808584699,,,,,,,-0.6550566321725054,0.6985183842077323,,,,,,,-0.47875234106008635,0.7571760749568514,,,,,,,0.08848518709217776,0.9547127423952383,,,,,,,-0.05804757809873918,0.879636023000379,,,,,,,-0.36934425014469796,0.7756373420029301,,,,,,,-0.3679710524058367,0.8871621009132208,,,,,,,0.23633000514628122,1.1046271290015797,,,,,
2020-04-16,,-0.8857360229038238,0.6421425820620364,,,,,,,-0.7146465941228664,0.7040330884935557,,,,,,,0.8932442059020355,1.059553845651497,,,,,,,-0.8140661041326598,0.6898453052145322,,,,,,,-1.2675013374928388,0.5312884099213532,,,,,,,-1.0061584486786825,0.5665680513121188,,,,,,,-0.7228678602180809,0.6845282547907358,,,,,,,-0.5953294016581943,0.746840864499542,,,,,,,-0.7960876397648213,0.6065013696843362,,,,,,,-0.6113829272607175,0.6926464915437446,,,,,,,-0.77841346233851,0.8056300525958576,,,,,,,-0.7556677492893479,0.731783691076583,,,,,
2020-04-17,,-0.5749231289554155,0.7543000801778051,,,,,,,0.0209145852599634,0.9703497815857045,,,,,,,2.070842475192827,1.2824571443441688,,,,,,,-0.755815246476022,0.7073477163341108,,,,,,,-1.1143165119829754,0.5769750442567954,,,,,,,-0.44410891299551225,0.8008078152874029,,,,,,,-0.5406719959943064,0.7312509933366085,,,,,,,-0.009095532243696944,0.9077986607481792,,,,,,,0.9406270208573599,1.20882812065958,,,,,,,0.02991319051881159,0.9332213042292737,,,,,,,-1.0752143195444894,0.7114916005549649,,,,,,,-0.5408759728791149,0.7898835975712292,,,,,
2020-04-20,,0.16379292313938754,1.039708972898523,,,,,,,-0.3676254888386604,0.8214832920402931,,,,,,,0.536335092615727,0.9555569582712969,,,,,,,-0.13295179240615085,0.9019946460945087,,,,,,,-0.055384358415475274,0.9592088938163575,,,,,,,-0.07074362854647095,0.9343314899793297,,,,,,,-0.3156868059569769,0.822056401529994,,,,,,,0.15437708144385906,0.9488954627448745,,,,,,,-0.023289275523025708,0.8738196536012413,,,,,,,-0.039802497105348264,0.8924202055568994,,,,,,,-0.7598614669867504,0.8005031331757627,,,,,,,-0.3660191095193105,0.8390145534027801,,,,,
2020-04-21,,-0.9949790890154354,0.6269998135501207,,,,,,,-0.7477671112660788,0.6808735063586798,,,,,,,0.25933051185226746,0.8913687981777842,,,,,,,-0.9418669633378801,0.6324704052956879,,,,,,,-0.9666869920884611,0.614032002693443,,,,,,,-0.625971442237575,0.711291088595571,,,,,,,-0.4084073776043498,0.8000675240324144,,,,,,,-0.9293080576043138,0.6557104363149802,,,,,,,-0.5036111579086454,0.7243477618325537,,,,,,,-0.6616077468030479,0.6769965091787724,,,,,,,-1.551189795257543,0.5877184091812523,,,,,,,0.26965511094595657,1.0974296154917818,,,,,
2020-04-22,,-0.409669427039121,0.8710694333305645,,,,,,,-0.3668301837878657,0.864038298496502,,,,,,,2.6588451171352476,1.5142173748130483,,,,,,,-0.6271987531617299,0.7798274031477428,,,,,,,1.747552740571362,1.7670904380843604,,,,,,,-0.13217298375057085,0.9518165671352787,,,,,,,-0.6702543711823581,0.7868972260660493,,,,,,,0.11433190632540972,0.9962714123067813,,,,,,,0.5864027042622662,1.1727791202497928,,,,,,,-0.14371560335270092,0.9116929052702983,,,,,,,-1.0287420940098324,0.7551055606404302,,,,,,,0.41600805554317316,1.2006032562643876,,,,,
2020-04-23,,-1.1468456184262703,0.5637121618341483,,,,,,,-1.1743240403551805,0.5440133861866909,,,,,,,-0.4177407140727795,0.7694982926854734,,,,,,,-0.0044075119600019644,0.9545828160394408,,,,,,,-0.44574824076719993,0.8524090665001987,,,,,,,-1.0597449766919977,0.551981328979742,,,,,,,-0.6864942948357351,0.7299757315996808,,,,,,,-1.1462067220842522,0.6142415688014468,,,,,,,-0.3876865670530274,0.7730030911033531,,,,,,,-0.8781259535853179,0.6261926661034225,,,,,,,-1.4383545304071728,0.6003711080801148,,,,,,,1.297529475143285,1.4828523435155787,,,,,
2020-04-24,,-1.0312280847548772,0.6034655599092834,,,,,,,-1.2447085784452145,0.5176287311750769,,,,,,,-0.11203169510058295,0.8362585039840812,,,,,,,-1.0738138776183865,0.5838359002268302,,,,,,,-0.6210306212165991,0.7983125698282776,,,,,,,-1.2334166982761958,0.4837134020243918,,,,,,,0.31567152148854616,1.0462166999164368,,,,,,,-1.322691585941867,0.5790247313149526,,,,,,,-0.7154124821234364,0.6711563647940434,,,,,,,-0.7783868351277549,0.6680347356025376,,,,,,,-1.3409823586774647,0.6270249332290511,,,,,,,-0.6987953350000827,0.7255082718241564,,,,,
2020-04-27,,-0.9358145906067463,0.6153192348195756,,,,,,,-1.209879873897921,0.5223776832468006,,,,,,,0.16980208137758498,0.893086840905645,,,,,,,-0.8910268845329462,0.6295290178039136,,,,,,,-0.5352343159580301,0.8241351335165,,,,,,,-1.3140206503055727,0.4403494483502003,,,,,,,1.9623814573205756,1.5456624907733663,,,,,,,-1.1869395092575663,0.6065371954145335,,,,,,,-1.0314224382034984,0.5603747349878321,,,,,,,-0.9285895121909485,0.6060815461559079,,,,,,,-1.6788294168455595,0.4981691279787545,,,,,,,-0.5744157644331395,0.7502545327882513,,,,,
