date,AAPL_XLK,AAPL_alpha,MSFT_XLK,MSFT_alpha,NVDA_XLK,NVDA_alpha,AVGO_XLK,AVGO_alpha,AMD_XLK,AMD_alpha,ADBE_XLK,ADBE_alpha,CRM_XLK,CRM_alpha,CSCO_XLK,CSCO_alpha,INTC_XLK,INTC_alpha,ORCL_XLK,ORCL_alpha,QCOM_XLK,QCOM_alpha,TXN_XLK,TXN_alpha
2020-11-19,1.317659449862603,-0.0010848278933968314,1.0979217736105933,-0.0005468388801131437,1.5062269315139678,0.0006907729556870849,0.8899591015288361,0.0019686150759810174,1.1438100060085232,-0.0008839802151960022,1.2229115389437883,-0.001022659308503388,1.213727812161059,0.002763197723217144,0.5035608648107182,-0.0003142306931271079,0.5491238623734105,-0.001606025093634732,0.5029704780814256,-1.0518672854575886e-05,1.1467900923755443,0.0038279992002262326,0.815677258546923,0.0012492243456168602
2020-11-20,1.3270378476829219,-0.0009575900726029403,1.0973487362364147,-0.0005765661990107262,1.5287136904314662,0.0009805941455104988,0.8988629520433541,0.0021363513059657574,1.1778590690420065,8.382040387197657e-06,1.1667356120218995,-0.001981962590069197,1.0315272914806959,-0.0003871444645030868,0.5035373289631492,-0.00038812221824384836,0.5591208209139977,-0.001329017702871594,0.4893959490473517,-0.000262029408146594,1.1672451030528894,0.004102337938490136,0.8327936544945538,0.0017214166807131487
2020-11-23,1.3259572820703474,-0.0006939663637352009,1.0950945531597738,-0.0009371633625478225,1.5347551542835947,0.0010139051057310006,0.8969946287874849,0.0022858255922810346,1.178466690431813,0.00048737443728386,1.1654216602963945,-0.0013071418991487341,1.0373354262228534,-0.0008580677029543539,0.5031569526881867,-0.0003913949691838208,0.5582840044149582,-0.0012588398624479309,0.4933514529858527,-0.0003026250482112882,1.1685275654573,0.004152591434746317,0.8314018474136784,0.0019410572269885642
2020-11-24,1.3309356257422233,-0.0009697216911138288,1.0944217781548293,-0.0009663372600390446,1.523986248701651,0.0006334509053492456,0.8943462555546112,0.0023008747656807875,1.1744030624560462,0.00044889619908622424,1.1641203550533128,-0.0014154124537369556,1.0486927023143908,-0.0004060860184484878,0.5058422940776579,-9.132444947665565e-06,0.551316936688861,-0.0012779769021110392,0.4900058631299201,-0.0003197117339714769,1.1665998535802513,0.0037621646489666084,0.8294012960354145,0.0018942929358821145
2020-11-25,1.3225677110291965,-0.0015717151158069487,1.0993415706080083,-0.0006166244693732574,1.4995645670296496,-0.0001607996490915073,0.8933187282265431,0.0022533656194128,1.153477598739758,-0.0008079407467894477,1.1589458377900985,-0.0014491334610231188,1.0471624663447021,-0.00048188989965329895,0.5162027631906876,0.00027951341403847853,0.5587476523189531,-0.0012047356472746128,0.5045118710253687,0.00022504022150049338,1.1632081968315764,0.003670583668490578,0.830800486831448,0.0021068862056538274
2020-11-27,1.3093867899958413,-0.0017355731634249537,1.1102976090491383,-0.0004305930561252073,1.497644164277978,6.298638087452746e-05,0.8781654709067653,0.001851302641152329,1.161101531643346,-0.00041067760505609835,1.1540673270199469,-0.001329778373259415,1.0297375589714544,-0.0016364099480460107,0.528718060246827,0.0004626033489787833,0.5700267155420711,-0.0009758849076895312,0.5058984103920827,0.0001928763395882741,1.1622760620359602,0.0033805993620744427,0.8274182676063428,0.0018272753207030155
2020-11-30,1.3226588217580988,-0.0012213384953791784,1.1063244498425093,-0.00057985519139149,1.4855847714768593,-0.00044423210949625063,0.8651205926924457,0.001368195676819953,1.1746660365451471,0.0001160003756996088,1.1558226296814387,-0.0011996666106801777,1.0399408141340325,-0.0012426143867647808,0.5273264348690401,0.000417317940732902,0.5612218572940209,-0.0012786114017921903,0.49859288112222616,-7.158440383395751e-05,1.1610051689166179,0.003260477162257158,0.8241302481952523,0.0017152456526126963
2020-12-01,1.31223950489229,-0.0009177794350790403,1.107244717555012,-0.0008094751535951104,1.4544816169961763,-0.0002483636167212604,0.8241836642633381,0.0017752506957861873,1.1273630254592724,0.001357513337191448,1.2163112028667533,-0.0016065968259258117,1.097347377450699,-0.0018090295830408129,0.5132056881173286,0.0005623861892809104,0.5601378810377735,-0.0009720089717236188,0.48463752742069477,-6.506326335622899e-05,1.1925196520479926,0.003301971757652151,0.8437955116889708,0.0017309273797609566
2020-12-02,1.3380714806693277,-0.0010324751358254268,1.1069266363960863,-0.000901511351728375,1.4339655122785921,-0.0003806924273854395,0.8540597061548254,0.0009966538572542772,1.1236355290737468,0.0009603439573610721,1.1975801521577443,-0.001578599667360417,1.0592983558745184,-0.001905271339918657,0.5192249131533394,0.0005810669364016161,0.5742918680810132,-0.0007204244331595643,0.477693706078413,0.00042215941831362893,1.2060721213521841,0.003280182035976145,0.8459780201609627,0.0017243138036172763
2020-12-03,1.3166833889445533,-0.0007840408020938631,1.0966858647554472,-0.0008475387008152488,1.4577293869316874,-0.0003349392241536169,0.8655803769383582,0.0008854308183475948,1.1501581147766455,0.0009647250674862987,1.1794355398691918,-0.0013257570097365244,1.0667379953902025,-0.003289671573004665,0.5270061144635871,0.0006523302541938239,0.583534219555287,-0.0006564099871672782,0.5193211743496637,0.00021455510149314837,1.2007900189862997,0.00316388699904203,0.8631069210672225,0.0015198031424292005
2020-12-04,1.3215206080115092,-0.000741755795285058,1.0820471994337015,-0.0010147893317623425,1.4204892789213337,-0.0007659996004765213,0.8708245541627829,0.0007436103053489057,1.1474717275085773,0.0006709821997027978,1.1778889859672317,-0.0011895173514183401,1.053210867366932,-0.003298549945127265,0.5559037050437893,0.0009359670602215491,0.5883801604591107,-0.00022353946241745977,0.49394965157104836,9.675569822927899e-05,1.2088046773840577,0.0031691937720320423,0.8695777711562325,0.0014674078270672723
2020-12-07,1.3074358036330769,-0.000981090487889541,1.0722760678770304,-0.0011069005967847666,1.4213806547745051,-0.0008064651618454946,0.9005401587669246,0.000842126251918159,1.1327746971343011,0.0009850586370519132,1.21001092195265,-0.0017174532687661938,1.089905852030246,-0.003396010604538844,0.551825229540887,0.0009748403059575582,0.5966207916913158,-1.4000502083164014e-05,0.5277709626471241,-0.0001487108496388567,1.2463622350169514,0.0035128579749492514,0.8802201118004421,0.0017343357280863339
2020-12-08,1.3066200931996916,-0.0007853784318085206,1.0739626599778558,-0.0011944870783067592,1.4211909260660704,-0.0007953817869903919,0.9106410018511312,0.00091214986617635,1.1151490099921313,0.0013913273820145215,1.211179882739092,-0.0015462044446198778,1.0855938587494829,-0.0031247313606157893,0.5589122269468286,0.0007234355358899289,0.601475421117129,-0.0008186630128091803,0.5264583059448138,-0.00018714738288173405,1.2557808950013392,0.0031741975797145113,0.8791946711916486,0.0016587403739531743
2020-12-09,1.302497404680769,-0.0008044988929190133,1.0941816107248599,-0.0008918784891817061,1.38062045684825,-0.0015761287246333934,0.9284362692856214,0.0011340493442637586,1.1189902038056754,0.001168822993967921,1.202340806530468,-0.0015832178287703172,1.0923795986938114,-0.0030476135277676423,0.5588260972506621,0.0006908054372521092,0.6147809193027447,-0.0005460361248083098,0.4818778132050281,-0.0008830755248557556,1.2948326279579838,0.003555425435320238,0.8846547060389306,0.0016840326884373547
2020-12-10,1.3018863259290425,-0.0005490760796233511,1.086941635311597,-0.0009509838559561185,1.387446463540785,-0.001596908064491543,0.9272515635647188,0.0010861640615911017,1.1372780266136227,0.0009104954360119363,1.1922739806863552,-0.0017788529274850914,1.0965878069283521,-0.003399959340969627,0.5346478418870694,0.001014187236921705,0.6107382282147967,-0.0006455193823666307,0.43822394395848097,-0.0008141673267016427,1.2828514879998887,0.003451888228695833,0.8936286673194629,0.0014559172449147028
2020-12-11,1.2910099571626061,-0.00020548861673713552,1.0867342310876476,-0.001059628746537683,1.3705136729350276,-0.0012909476627610507,0.9435744741061092,0.0005453804146507493,1.122549933238235,0.0014306414210158802,1.163284289203201,-0.001573523120375861,1.1160065774050107,-0.0034895214626341825,0.5380337524596969,0.0007933381335910094,0.6317320332188457,-0.000907480725713886,0.43729012235875964,-0.0008670360406815988,1.2816811338900398,0.0033520190208423278,0.9003101166988119,0.0012293401156832032
2020-12-14,1.2884060447461627,-0.00018008972812681994,1.0823382392749974,-0.0007755644635950681,1.3746502810831338,-0.0013187236952168012,0.9487923761046703,0.00031819389639703,1.1268491639594191,0.0013298300372967837,1.1681192815008332,-0.00167542764322037,1.106926081494078,-0.003220687209635157,0.5396510971777659,0.0007557073530579626,0.6374529612367176,-0.0011416872314682401,0.4323159460058472,-0.0005223074142898866,1.308279158746925,0.0018580820364171946,0.9102640862079193,0.0008917942339405776
2020-12-15,1.2736397055289967,-0.00015271916451401477,1.0924358334001123,-0.0008912898437290384,1.3812451690889787,-0.00106686142670804,0.9489667752604439,0.0005139589530285212,1.126125256247116,0.0018529594845227864,1.1813333206798147,-0.001505515319686455,1.1275484433883516,-0.0036125833686393577,0.5315862866160206,0.0007843174139159742,0.6443176945830833,-0.0009881563210632684,0.4337162049243726,-0.0005154681346987317,1.2864452218213198,0.002290041376173887,0.9127734194881439,0.0007255313830650744
2020-12-16,1.2963219753261697,-0.00010380554503961999,1.072736444297715,-0.0012256907688920405,1.3569662704771155,-0.001637027431397146,0.9561335726339641,0.0009574239202332327,1.1212602307687107,0.0014162842689800547,1.1510298965550787,-0.0020667716645541936,1.104795572886752,-0.004003355114735313,0.5397183068386345,0.0011806157674116983,0.6401015830799238,-0.000970966570691784,0.440934809116111,-0.0006024291818778818,1.2762411509497091,0.0021360405047129672,0.9162708152632457,0.0009959967208014947
2020-12-17,1.2977382556706412,-0.00018211380988330085,1.0708163995832365,-0.0010628308913541214,1.3612864005722445,-0.001750198512640115,0.9476935172692986,0.0009282485339828074,1.1393239926800582,0.001554956492956519,1.1471268485004695,-0.0020248597459097224,1.1114177711573983,-0.0037748809522540564,0.540526704018309,0.0011405022747095004,0.6465883676368726,-0.0008154624060111232,0.45502696701046774,-0.00026190481421969533,1.2810893436581157,0.0021911265958074744,0.9164313946676163,0.0009036856540767929
2020-12-18,1.2921574491967123,-0.00019348953128804722,1.0719785925707548,-0.0012027887891170482,1.3696384728582398,-0.0018525116452550192,0.9481255616104936,0.0008170137343959357,1.1227759641378958,0.0014935834163320692,1.159929631329897,-0.0020575314195403777,1.0871917487255935,-0.003463299969972648,0.5099038972251745,0.001345339334214656,0.6365494767797926,-0.0009888933971829562,0.42378440774147974,0.00019851351350121203,1.300707150140281,0.0017568876961586715,0.9215594148092747,0.00077019732122669
2020-12-21,1.2965791123942008,-0.00044542203052591687,1.0693800771650495,-0.0013120476331799176,1.365783196218903,-0.002028096792374109,0.9387426443212094,0.0012664850895924432,1.1243603735502221,0.001259495926025493,1.1526509979799264,-0.0015145024265029278,1.0797267827721697,-0.0032797223666156763,0.507275498481735,0.0018460533453924228,0.6640778788091843,-0.0021574482162285053,0.41193941203318496,0.0005705542766245948,1.3045892834817778,0.00146548183244083,0.9151515267417775,0.0008781391589948368
2020-12-22,1.2808979852273954,-0.00028356016049808875,1.066302407930528,-0.0009346690065614772,1.3432135814324082,-0.0020356282827014393,0.9624465721739563,0.0011901966604573033,1.1297390007733588,0.0007582585008844228,1.1545413578490686,-0.0016167760045187989,1.080685231734451,-0.00326333844968021,0.5075473342669192,0.0015876519596138658,0.6656265431391412,-0.0025375384325994144,0.41772535413745954,0.00044137734935478844,1.3267560481469163,0.0015548048563617948,0.9366278856052842,0.0008517948084691984
2020-12-23,1.291374235329366,-7.164397304758579e-06,1.0815393678202052,-0.0008069364363161528,1.3511630798879737,-0.002093763508984532,0.9488858596510705,0.0010596913722514438,1.1291456922104788,0.0006396381925346745,1.1595648551299103,-0.001535427908831464,1.0906298445486706,-0.0030204112318160756,0.49263516802542334,0.001338597252674041,0.6337293422556824,-0.0029247504413773364,0.43859928909436124,0.0007098555710291241,1.3069274658110281,0.001197932814670006,0.921460725791939,0.0006185598517739453
2020-12-24,1.2878074813431797,0.00010034009233051474,1.082165692270361,-0.0007757510218283311,1.366342577597759,-0.0026071952143189975,0.9552913874184222,0.0009578663159387497,1.1497826710152383,-7.956668463050538e-05,1.1657680125561918,-0.0017335680435786043,1.0986398919794311,-0.0032812895407771632,0.4956248107777998,0.0012803426267249765,0.62120576401363,-0.0026367518337658646,0.43432538597428505,0.0008173490104242523,1.2943268128688368,0.0015365391064083855,0.9236167482884087,0.00057321910263179
2020-12-28,1.2851436548356159,2.078621488662679e-05,1.0791709387555304,-0.0008544790048172503,1.3554577710278615,-0.0029488840201063226,0.9629197127010812,0.0012034039285549539,1.1516525414021614,-4.689885726530548e-05,1.1689392581590652,-0.0016438772323635108,1.088675389948943,-0.0036127309309230814,0.4936157893032762,0.001219715871740744,0.6200391350390982,-0.002629800001038564,0.43099386543994983,0.0006841857778439875,1.300696854736131,0.0017270758565315885,0.922116078161964,0.0005194398328957437
2020-12-29,1.3052675790695962,0.0004156333832940704,1.0783294215527197,-0.0008701955718479264,1.3436409377174616,-0.0031700105957004846,0.9538519843421516,0.0010280253038493132,1.1232177927987295,-0.0006250906424765414,1.1526963668694794,-0.0019674294062489925,1.077326823825447,-0.0038324392152916395,0.5106924181484035,0.0015776778898264929,0.6129509754527698,-0.002773124351321334,0.42954482871995786,0.0006636221163524391,1.2819618301803657,0.0013655690026007196,0.9092987954014516,0.0002661926999638624
2020-12-30,1.310554419239518,0.00027323505102715487,1.0734758650129754,-0.0007971231509603667,1.3267329928701797,-0.002858065872746566,0.9336938432147001,0.0011674812360161632,1.1083181837135252,-0.0005535035109099419,1.1189950324828417,-0.0014962461628613914,1.100233650357385,-0.004044919002864431,0.508507062474754,0.0015290967418353232,0.5675971604539846,-0.0016953646830236392,0.4227807588749953,0.0006610624504007505,1.2689250941589507,0.0016041324672695523,0.8990452796406595,0.00038535632048527775
2020-12-31,1.3092100544931662,0.00011280226278739423,1.0797724238307311,-0.0009299338076307107,1.2907263730388279,-0.00277215542275314,0.9233702067590868,0.0013265561607774632,1.0524961500898975,-0.0006089759872470967,1.1337855146281508,-0.001520065350267758,1.1086539501373796,-0.003901534417018791,0.5181861999334684,0.0015113317134270627,0.565013183608506,-0.0019188801891680735,0.41847252640114674,0.0006038097715697876,1.2420705564022958,0.0015686680888127758,0.895136936280715,0.0005318499234266212
2021-01-04,1.295179200015065,0.0001234930775607275,1.07355470779044,-0.0008116523579934283,1.3402800904077277,-0.0034662447080256896,0.9352221718915953,0.001252724520053732,1.0486456815472653,-0.000679855777503799,1.1396780594968723,-0.0015064716479687042,1.134441043250742,-0.0041653758518412475,0.5288943986500446,0.0014437813529344565,0.5714542930378691,-0.0016269319432939881,0.4267408490314661,0.000557425326093174,1.2574763603367198,0.0015846597495860967,0.9144133142781701,0.0004118773944816827
2021-01-05,1.3123560085128847,0.00014929072498720162,1.0783552866287442,-0.0008716308522283049,1.2972850174494157,-0.0028332694550303804,0.9772983338028549,0.0011204772861626664,0.9963341538633382,-0.0003265274981430048,1.1403000133331582,-0.0018358758894718471,1.078295457864417,-0.0042439387029366395,0.530414345736813,0.0010950343306869858,0.5325690049749751,-0.0017105855455820697,0.42517452451437093,0.0002619980427599522,1.2613875142642503,0.0013994342312790328,0.90493415915549,0.0004245894979908447
2021-01-06,1.3168666650610283,0.0003352474691157665,1.0763168340864515,-0.000935573128525941,1.3096067274326606,-0.0023623661217256004,0.9728673174067849,0.0009211445566319496,0.9982734135512966,-0.00023156190652048685,1.141098991993265,-0.001771466576726911,1.0797404701527982,-0.004193446648897351,0.5263636194143335,0.0009326077619275498,0.5363510565090963,-0.0016350077466289405,0.4169578725632512,-2.588168516111833e-05,1.2740149958542084,0.0018834862104986966,0.9040881417301004,0.00037983486923780685
2021-01-07,1.3405799751446472,0.00017170098696122856,1.0753825415728149,-0.0011972290789639367,1.4000147291751375,-0.0026497084970639132,0.965184747537934,0.0012029696151836487,1.0863822900097382,0.00046100208541030097,1.1636773806583034,-0.002230009386483469,1.0695539644404917,-0.0043724916780733,0.5063009518706694,0.0013688043822492116,0.5239381111939494,-0.0009999923220361082,0.41785989082733166,2.5116858342734178e-05,1.2546053318645225,0.002114405181382107,0.8633479226233326,0.0006701179007480236
2021-01-08,1.2741531377783655,-0.00023166091815310938,1.0822096931537475,-0.0011556842751567359,1.4561768556962265,-0.002304531113077585,1.0286162985137453,0.001590716263106133,1.1778298107130971,0.0010204196088687313,1.181561633490953,-0.0021224875906506796,1.0813407738306064,-0.004304294245938542,0.5063313240615158,0.0013685045390430123,0.5270864516552117,-0.0009791788265602448,0.42528382057412284,6.94747231286258e-05,1.291754730483271,0.002338438106200549,0.8551613414125866,0.0006202062970850304
2021-01-11,1.2616515154466152,9.979427991011467e-05,1.0925110991319147,-0.0014069840300870266,1.4592915401189024,-0.002730307808512929,1.0288110604282734,0.0014953502347030358,1.1831203109755062,0.00046575333954374616,1.197799233903539,-0.002249491637031809,1.096383448780371,-0.0042295927763475625,0.4969224763912661,0.0015356744494454998,0.5230786025602895,-0.0012457924812952028,0.4226220619075564,0.00019625559448177262,1.297768383141595,0.0020544104390889323,0.8631094618255838,0.0007891046917985375
2021-01-12,1.2772371484842175,-0.00025777799013885984,1.090838645142876,-0.0013631959791873154,1.4243639691850516,-0.0020151784812800716,1.023031822883391,0.0016088845575146812,1.1472213881897124,0.0012353805088685158,1.2026553730543232,-0.0023109862241207715,1.0945544315528293,-0.004144934890034546,0.4908214791923164,0.0016436895179878501,0.5194200610902207,-0.0011647072704359276,0.425635737812821,0.00012463496386580817,1.3070033064006543,0.001739552647121052,0.8525703751908741,0.0010438764391672878
2021-01-13,1.275620964608333,-0.00020742778925365185,1.0940771533129794,-0.0014680103587140733,1.4247895596580549,-0.0020284897469385293,1.0179693622939743,0.0017700810642894986,1.1509021975547118,0.001124080522837163,1.1999910766780126,-0.002223330734770806,1.0928335810883174,-0.004084279291017308,0.4867076945997404,0.001773952582084726,0.5047387456378594,-0.0006997445465138067,0.42703865029698523,8.381658789445942e-05,1.3072980084204964,0.0017347280956999049,0.8485561133363496,0.0011718944458522123
2021-01-14,1.275728808147517,9.971102762410433e-05,1.096315279463913,-0.0015297404087881343,1.421149326744941,-0.0019950077113131065,1.0151576567961873,0.001740549392483959,1.129698791554312,0.0003270298031946028,1.2011959985692267,-0.002450430760350182,1.1012225268710856,-0.004111102166569357,0.4815332881638737,0.0014689020032237067,0.5385721791007891,0.00021038366241858642,0.4219647243562964,-8.833911613378563e-06,1.3136621065299912,0.001785675650868405,0.8448400927986772,0.0008973657978920487
2021-01-15,1.275206061839823,7.170765619803217e-05,1.0942848086516286,-0.0015437718147972566,1.4409670534419976,-0.0022810249851740036,1.0240525531987605,0.0017239208325127988,1.1428752127173913,0.0001826255714546623,1.2243336193317904,-0.002733349594818478,1.119440919966694,-0.004281449631886922,0.4566698731897295,0.0017075832882252912,0.5290098976766998,0.0006672599410263942,0.4192220866692139,-1.1040510773170208e-05,1.3169246686258838,0.00200757856993777,0.8353723891933128,0.001061594282485789
2021-01-19,1.2741145467862485,-8.374857491755695e-05,1.0825173044594272,-0.0013425229033436816,1.4487835649195286,-0.0025767356132019806,1.029849191905291,0.0016672892082912542,1.1633296631525982,3.1277987064451136e-05,1.220578201722006,-0.0026155775791480906,1.1138929366082069,-0.004272743301548898,0.4481604112049921,0.001967055082314928,0.5596053721490821,0.0006333542136969844,0.41133014940030743,0.00010599930164922108,1.331451625743024,0.0019147767882665106,0.843849064878231,0.0009895740492512507
2021-01-20,1.261417657867549,-0.00019246886871579862,1.0888407806735434,-0.0013289594516799116,1.4440871511376345,-0.0025578657692625294,1.042066827814817,0.0021169751510940167,1.154851059056247,0.00048441308649625433,1.2046448239027687,-0.0029923268719604422,1.1208445765618538,-0.004155990753443147,0.43287310986573674,0.0018508850212416955,0.5591675287740782,0.0005955694611650646,0.3967540756074494,-8.398531600042154e-05,1.3561067908372069,0.0022227034508771055,0.8540532074672095,0.00178567343929216
2021-01-21,1.2718642847669595,-2.331818488571528e-05,1.118267963359685,-0.001231631792521672,1.4424559768546439,-0.002507974195062717,1.0185101429454786,0.001770537558193589,1.1093930184944132,-8.221939548190668e-05,1.207749547096833,-0.0025898552011436415,1.135935246085037,-0.003829649048591818,0.4180709426006897,0.0018589577873466137,0.5648082917377648,0.00042895831365652383,0.39275016872127505,-0.00017035108825509346,1.3194374461199,0.0018425583661453165,0.8257497617016903,0.00116921854639226
2021-01-22,1.2896261042048167,0.00034894097851121287,1.1106683181735055,-0.001533084596033163,1.468396161341985,-0.002563389352850082,1.0137921104369565,0.001749770273434946,1.1345043810679478,-0.00039997479959395766,1.2038004240468236,-0.0029493892129040583,1.1223496364088716,-0.004218159490621253,0.405783876054598,0.001701411789049172,0.5873884062853255,0.0031594049788379423,0.38365280822208525,-0.0003971193171039858,1.3031191714582058,0.0015188890966126097,0.8273194757502507,0.0009492467063692263
2021-01-25,1.341416233083139,0.00010619105582236263,1.0981720389692518,-0.0012864389883134606,1.4728149847498382,-0.00264394447765124,1.001578735161804,0.0018458415844005002,1.1887483163226877,-0.0006927636702301733,1.202943477090096,-0.0028358097749003894,1.0950393215463472,-0.0036487004612305333,0.3583511480346006,0.002062050643445613,0.594995267443704,0.001860317721414652,0.3174746847273265,8.91362997356306e-05,1.323001821619995,0.001193232176106809,0.8111269243938821,0.0009687947060678776
2021-01-26,1.348750471867855,0.00024675306222442196,1.0998935423188063,-0.0013389914368242871,1.4614047795835396,-0.0030921472994123547,0.999675209858704,0.0019451482298828873,1.203256497004116,0.00013962472075800718,1.1991510549966489,-0.0029758923997732574,1.08440918636319,-0.0042370093141544385,0.3650579497587036,0.002480803071262112,0.5860245871199615,0.001875240721878128,0.3231218767458894,0.0003260826097710234,1.325462682277754,0.001354386669221662,0.8064297400229001,0.0008122802105444782
2021-01-27,1.4069216339162074,-0.00010283102869859412,1.0865214985972858,-0.0010555760762454894,1.5045360602906737,-0.003578566795138253,1.0351159247438666,0.0016544270192657296,1.3102070381995643,-0.0004362480095939777,1.2443597722793218,-0.0031251839729535564,1.0973728307878452,-0.004237534005201828,0.26383039896940924,0.003141023993673627,0.5478464359575069,0.0020085451872601514,0.25022978835228227,0.0009978403407411964,1.4432143491155893,0.0004155796012571449,0.8401517069440222,0.0004503051036857369
2021-01-28,1.339454046492814,0.00016384269898005264,1.038769295972554,-0.0004189247895750917,1.5062940465995605,-0.003860837752676964,1.0881664935515831,0.0010637398416306352,1.4041234216789549,-0.001307166311166235,1.276979188433478,-0.0031975009597226584,1.0829563047409598,-0.003569752585304574,0.24858304407142212,0.003505840907960221,0.6221563970819631,0.001706317325329013,0.20778129381338636,0.0013238850445223844,1.4901171871406322,-0.00043365656540694667,0.9140489382551672,-0.0004530947744793769
2021-01-29,1.2482493614250656,0.00020558522802832007,1.0805812739131593,-0.00038910729171959084,1.5050923231689886,-0.00371209437343461,1.114236057873492,0.0010236985844056861,1.3925278709949913,-0.001549084175518722,1.2813044109306355,-0.0030554028349460242,1.1055826064587926,-0.0036408671216570797,0.2710956667414702,0.003100914345842529,0.6772792029015655,0.001959422009906542,0.21950807555731608,0.0008130300395508083,1.5190467767358433,-0.0005620817958554396,0.949402586411849,-0.000143898160096443
2021-02-01,1.2735052775704703,6.9575904564129e-05,1.090760804301191,-0.000421501793362256,1.4026284250882446,-0.0029378013969894724,1.0473132171164607,0.0015559314310322875,1.3543262216533407,-0.0010736094767017554,1.226507490260571,-0.0025250165861186763,1.0297028981867673,-0.0030496359668229903,0.3108916108688234,0.0028397861901282226,0.6648389820306004,0.002054311330348761,0.24464985802199068,0.0005300837477900677,1.3973016943007608,0.00040232959906819077,0.9445814650774357,-0.0001832505113101941
2021-02-02,1.2484818764227545,-4.6801218192039917e-07,1.102991093158572,-0.0003760450202120844,1.3511544674748315,-0.0032310390611043098,1.0869362743914357,0.0017978862958955935,1.328793040198664,-0.001196961841098076,1.2156990250144109,-0.002579044131905809,0.9984966816983061,-0.0032125695352908878,0.30803380021215604,0.0027551164695715593,0.678884136192827,0.0021424032562058076,0.26914656312173774,0.0006291050391294923,1.4143087730596988,0.0005471224058791568,0.9926558051669844,5.161445189662403e-05
2021-02-03,1.2678406323294498,-9.032507751367824e-05,1.0579040078338595,-0.000618374824836297,1.3214079209658096,-0.0031751507368627924,1.1520539494744706,0.0019571686483530323,1.2758600066997952,-0.0013145409318163714,1.1207539228827823,-0.002526369655518326,0.9256419878491493,-0.0031587725967090917,0.3896503363085114,0.0029109243307861308,0.7364031191058592,0.0023642515253193795,0.35560032513285184,0.0008737844414591755,1.53407924669664,0.0007337282270459518,1.0205799051560889,9.256166169467487e-05
2021-02-04,1.2853695174736037,-0.0001110127805782628,1.0463054576791952,-0.0002816424867452532,1.361506919909261,-0.00295894906425035,1.1425213687961413,0.0014861088468762064,1.349751639622999,-0.0012279433145883016,1.1723019690060263,-0.0023909141656435146,0.871797205700115,-0.0031211663879198367,0.37948326757800477,0.002828419703407586,0.8409953129368785,0.002527930052647908,0.39242171167889356,0.0009123382911526384,1.2534948213486188,-0.00019493755619789162,1.0764744181642962,-0.00040060024243972463
2021-02-05,1.2967921008765204,7.64905117058368e-05,1.0084715412882426,-0.0005271067394322915,1.3390671292788692,-0.0034995262843359907,1.1290496291771153,0.001481387293057945,1.3038862859258027,-0.0019988065498872786,1.1720528486972543,-0.002312629791282453,0.8768908880562988,-0.003081703729947321,0.42169504102501276,0.003070456030352736,0.8497691243303237,0.0027635578059030897,0.4142780649591563,0.0010644076943608308,1.044963282954186,-0.001566521904219344,1.0805109364092567,-0.000525609890873969
2021-02-08,1.2843879457786098,0.0002505510401788671,0.986364578895269,-0.0001548974131246009,1.2730040845770396,-0.002474473077197038,1.1256549034596697,0.0014523538716593393,1.2745421033412063,-0.0014968219000156585,1.119373411847443,-0.0014069230302256605,0.8795284756621792,-0.0030410927073728005,0.43509810186799147,0.003004736238955869,0.8660005468255837,0.0024103407189204513,0.41544882856404547,0.0010812191849088233,1.0415449637036407,-0.0016114621338860148,1.0840039993279018,-0.0006636238305522658
2021-02-09,1.3330521066372056,-0.00042368703970102227,0.9288159632147901,9.339044685737234e-05,1.212848659786284,-0.0008556084607681596,1.085020930026678,0.0017983578538899115,1.1913150316716397,-0.00019384906687110268,1.054124864718997,-0.0010499133755423277,0.7935153393753521,-0.002497123106562243,0.503139344995898,0.0026998804153151013,0.9032787794871181,0.0022358453089712607,0.4116855696859376,0.0008086696208096592,1.0535942301383867,-0.0016783256816220431,1.077030691158516,-0.00016165685327459208
2021-02-10,1.3382846631186207,-0.0004954119069503814,0.9126147455110813,0.00016377831365200612,1.1462661612781775,-0.0012547685543306266,1.0593099088713205,0.0017854894440749113,1.1492833125602366,-0.00041273770316081456,1.0163590753499079,-0.0010362842795539656,0.7642074287899352,-0.0027028268492557176,0.5047745375025846,0.002492023441803168,0.918596009771508,0.0021381960930713676,0.41136687268053934,0.000970297160006655,0.9597843470400617,-0.0020824107455940898,1.0727169019176592,-0.0003047314443022336
2021-02-11,1.3567014298486486,-0.00073813543594335,0.9189973130608439,5.711074574001008e-05,1.1501628857173474,-0.0008785896639138067,1.0517558894424588,0.0017632736531390382,1.1694015563614897,-0.0004509415048762431,1.017054802189065,-0.0010931846786501544,0.746092842782058,-0.0024434500495738387,0.494846277682884,0.0022933558822410133,0.8763689996508741,0.0026465031429022162,0.39716382178155585,0.0010638807458908546,0.9341596328407001,-0.001785678263768423,1.0732514600518135,-0.00024649055073525973
2021-02-12,1.3450685443257315,-0.0008084014557125084,0.9173829416531832,5.414643044777349e-05,1.1981613538786675,-0.00029004478701603973,1.0592934416515891,0.0018486871925463351,1.1712541576074889,-0.00036383900400228453,1.0075284810672656,-0.0012235784881493652,0.767258122068382,-0.0022106374670380754,0.43447124201599924,0.001385169623235412,0.8992883207245413,0.0028749324622799896,0.3741110792817776,0.0008108644739822945,0.9269078705848478,-0.0018424316876595687,1.0899825031502046,-9.906796672985068e-05
